--- frame ---
3: -15.225870, 561.041321, 2724.881836
5: 48.376831, 289.971710, 2800.196289
7: 38.658318, 45.066940, 2687.257080
8: -159.232224, 360.261261, 2734.672607
9: -245.854172, 160.563919, 2745.128662
10: -65.405228, 163.968704, 2747.219971
11: -268.115173, -272.851501, 2755.391113
13: -260.444733, -673.003052, 2851.154541
12: -58.906727, -240.580460, 2766.824219
14: -67.452904, -659.630005, 2823.205078

--- frame ---
0: -141.250412, 825.763184, 2721.904297
1: -166.322159, 558.609497, 2721.285645
2: -311.749939, 554.336792, 2721.635254
4: -393.414490, 327.728821, 2797.740967
6: -370.635742, 69.201050, 2657.111816
3: -20.894413, 562.882202, 2720.936035
5: 48.352711, 294.286133, 2800.616211
7: 37.786045, 44.295959, 2659.031006
8: -160.563263, 363.525543, 2732.617676
9: -245.249649, 165.784271, 2744.166992
10: -64.359077, 171.098907, 2743.732422
11: -268.870789, -269.145782, 2754.994141
13: -259.622131, -667.205139, 2850.947510
12: -61.203667, -247.514252, 2766.370361
14: -68.387375, -678.419800, 2832.105469

--- frame ---
0: -143.337936, 823.437927, 2723.003418
1: -163.948441, 555.191040, 2723.264893
2: -313.328369, 551.211243, 2721.436279
